coc_number,coc_name,coc_category,year,overall_homeless,homeless_rate_total_pop,homeless_rate_in_poverty,homeless_per_1000_total_pop,homeless_per_1000_in_poverty,coc_pop,coc_poverty_pop,coc_poverty_rate,avg_renter_share,avg_fmr0,avg_fmr1,avg_fmr2,avg_fmr3,avg_fmr4,fmr0_pct_coc_na_rent,fmr1_pct_coc_na_rent,fmr2_pct_coc_na_rent,fmr3_pct_coc_na_rent,fmr4_pct_coc_na_rent,coc_rent_zillow,coc_share_na_rent_zillow,share_rent_over_30_pct_inc,share_rent_over_50_pct_inc,median_rent_burden,gross_vacancy_rate,rental_vacancy_rate,coc_unemployment_rate,share_na_coc_unemployment_rate,shr_hh_with_snap,shr_hh_with_pub_assist,shr_hh_with_snap_or_pub_assist,shr_hh_with_ssi,shr_with_medicaid
AK-501,Alaska Balance of State CoC,Largely Rural CoC,2012,766,0.002036237585862238,0.01866335306873279,2.0362375858622377,18.66335306873279,376184,41043,0.10910352380749846,0.34493855985259014,650.1962869234204,773.1852417965677,973.281178891181,1335.3252291431852,1537.5517060800034,0,0,0,0,0,NA,0,0.43726903420259466,0.20028829773293147,0.26748476883461014,0.23528965416605865,0.06668029435813573,0.10148529140488514,0.02008591540310061,0.11501060955317752,0.06510754575846855,0.14006900025951424,0.040484223060130976,0.09059902943366513
AK-501,Alaska Balance of State CoC,Largely Rural CoC,2013,824,0.001958561218110987,0.017810824831402387,1.9585612181109868,17.81082483140239,420717,46264,0.10996465557607608,0.33981790926763605,715.3186797776177,834.256343337683,1092.893767069075,1508.8064637273988,1779.5046836709712,0,0,0,0,0,NA,0,0.4364421617835882,0.202241157931598,0.26670059918896694,0.2417748029122732,0.07177934497655356,0.10182791697636301,0.018249797369728343,0.11719430032281722,0.0651734371465974,0.14232058285299137,0.04301487974887425,0.09377016383052647
AK-501,Alaska Balance of State CoC,Largely Rural CoC,2014,761,0.001769265464217129,0.015928833071690216,1.769265464217129,15.928833071690216,430122,47775,0.11107313738892687,0.3445266738356828,705.8045624264744,826.0579881986971,1084.5691408484106,1505.7497128721618,1775.8455205732328,0,0,0,0,0,NA,0.8203858440163316,0.4446498676161782,0.2003332420341459,0.26689210369243377,0.2451817315370547,0.07015953589557651,0.0946979831606463,0.018083241498923562,0.11703318454209154,0.06535211652128807,0.14247102665956837,0.045736243635420504,0.09670144204559881
AK-501,Alaska Balance of State CoC,Largely Rural CoC,2015,748,0.0017224386784197776,0.015251921782925188,1.7224386784197776,15.251921782925189,434268,49043,0.11293256698628497,0.34378458272279805,733.3466907780859,857.7467526984619,1126.4219756352702,1562.5401802258218,1841.43630644957,0.018223769653762194,0.018223769653762194,0.018223769653762194,0.018223769653762194,0.018223769653762194,NA,0.8216723313714109,0.44529659291434776,0.19888240351115336,0.2670935971558375,0.24917343880357198,0.07405597190543427,0.08812175891385042,0,0.12108865934126233,0.06727986062526578,0.14642577883863533,0.04677147207704021,0.10262240750235935
AK-501,Alaska Balance of State CoC,Largely Rural CoC,2016,835,0.0019084231168320634,0.016980518160003254,1.9084231168320633,16.980518160003253,437534,49174,0.11238898005640705,0.3404953408853878,749.7823118165669,869.167064378022,1120.6770017297533,1547.7864837116829,1807.245389846371,0.018268294578249918,0.018268294578249918,0.018268294578249918,0.018268294578249918,0.018268294578249918,NA,0.8224937947679493,0.44063318423065334,0.19442834959556865,0.26287897856166687,0.25400558728071976,0.07223181801477344,0.08630242678283288,0,0.11931215838530695,0.06847438492145444,0.1464761196701224,0.04724436550879077,0.11276990334748634
AK-501,Alaska Balance of State CoC,Largely Rural CoC,2017,717,0.0016282872325929963,0.014377381191096852,1.6282872325929962,14.377381191096852,440340,49870,0.11325339510378345,0.33699726357858567,818.6025344102763,935.4738056180893,1204.1610694776393,1668.1807658759262,1992.2449567456633,0.018460734886678477,0.018460734886678477,0.018460734886678477,0.018460734886678477,0.018460734886678477,NA,0.835638370350184,0.44818057264937416,0.1990571952720433,0.2665251452953558,0.2606855072683146,0.07697213768974251,0.08919214243539084,0,0.11864267969752396,0.06690371543228413,0.1451775818295979,0.045132538014250226,0.12644516908763367
AK-501,Alaska Balance of State CoC,Largely Rural CoC,2018,922,0.0020840679559859313,0.01794926703914965,2.0840679559859314,17.94926703914965,442404,51367,0.11610880552617064,0.3376576664012314,839.5072693736946,950.3315860616088,1223.6718248478767,1697.5001876113236,2023.2195775806729,0,0,0,0,0,NA,0.8752362094375277,0.4426218081275123,0.19547387253421317,0.26526419017761466,0.2612208574459634,0.07187779134841497,0.08417567201019882,0,0.11969674284392057,0.06538812288175966,0.14549674012168398,0.046652329553961536,0.14631951435282634
AK-501,Alaska Balance of State CoC,Largely Rural CoC,2019,796,0.0017946642557441657,0.015585839598997493,1.7946642557441657,15.585839598997493,443537,51072,0.11514710159468095,0.3351573208562332,863.7030326669478,968.576423161991,1243.0162353986252,1717.752575320661,2018.6618726284391,0,0,0,0,0,NA,0.8753632729625711,0.4345953033176465,0.19456346140338554,0.2656756344716334,0.2643431017286401,0.07178249737515888,0.08128916866011178,0,0.1180209703022912,0.06578597755809755,0.14478910470843923,0.045456093855388034,0.1614497339498393
AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",Largely Suburban CoC,2011,1950,0.0020932763962153563,0.01516506590970953,2.0932763962153564,15.16506590970953,931554,128585,0.13803279251659056,0.29827732056895534,634,705,786,997,1027,0,0,0,0,0,NA,0,0.5204409224829828,0.2789495072640455,0.3197424887021037,0.12721549601842427,0.09492644362035943,0.0945320786556657,0,0.10251298679813386,0.014023536158995908,0.10712867683552262,0.04665045384861419,NA
AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",Largely Suburban CoC,2012,1707,0.0018213225981641666,0.012477796539549571,1.8213225981641665,12.477796539549571,937231,136803,0.14596508224759958,0.30393856599090396,605,673,750,952,980,0,0,0,0,0,NA,0,0.5283435875993071,0.2883439858232284,0.3287481232024354,0.12849286456811354,0.09717192687739205,0.0774356887469578,0,0.11755151175350213,0.016446382977553877,0.12246014143229747,0.05047698358384935,0.08648308273563607
